estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem
Hotel Jardim do Vale,5011242,hotel-review,ajuliocosta,2018-01-07,2018-01-07,4.0,"Entrega o que oferece!","O Hotel é muito bacana. O café da manhã é bom. A localização é perfeita pra quem quer tranquilidade, mas também não quer ficar longe do centro. O quarto que era um pouco apertado. Os funcionários foram muito educados e prestativos. ",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,glaubercoelhoc,2018-01-07,2018-01-07,4.0,"Bom hotel","O hotel é muito bem localizado, fica cerca de 100mts do mercado velho. Possui boa infraestrutura, com quarto que aloca bem seus hóspedes. O café da manhã tem opções variadas e o atendimento dos funcionários é impecável. A limpeza também é bem feita. Algumas observações devem ser feitas: o chuveiro deveria ter um jato de água um pouco mais fácil de regular a temperatura, o quarto poderia ter ar-condicionado (apesar do clima ameno da cidade), bem como algumas roupas de cama deveriam ser substituídas por possuírem pequenos furos (nada muito visível).",indef,"Januária, MG"
Hotel Jardim do Vale,5011242,hotel-review,FabioFliess,2018-01-07,2017-12-07,4.0,"Muito bom!","O hotel é bem localizado, perto do centro, mas bem silencioso. O atendimento de todos os funcionários é exemplar. O café da manhã é excelente e superou minhas expectativas. O quarto, embora pequeno, é confortável. O banheiro é muito bom. Para ganhar um excelente, precisaria trocar os ventiladores pelo ar condicionado. Agora no final do ano estava muito quente, e o ventilador é um pouco barulhento. Mas gostei da estadia e voltaria com certeza.",indef,"Petrópolis, RJ"
Hotel Jardim do Vale,5011242,hotel-review,Sarahdanirsa,2017-12-07,2017-12-07,4.0,"Superou as expectativas ","Fui pq queria um lugar mais barato, e foi o mais em conta que encontrei, com as mesmas características . Estava na expectativa de encontrar um local bem mediano pelas avaliações que li aqui. E me surpreendi. As atendentes são muito educadas, o quarto é agradável, o banheiro não deixa a desejar. O café da manhã foi muito bom, embora não tinha salada de frutas, que eu valorizo muuuito, rsss. Só faltou ter ar condicionado pra ser excelente, pq pra mim que tenho o sono leve, o barulho do ventilador me incomodou. Mas não por isso deixo de registrar minha surpresa com o hotel. Recomendo e voltarei com certeza.",indef,"Barreirinhas, MA"
Hotel Jardim do Vale,5011242,hotel-review,biaroscoe,2017-12-07,2017-12-07,4.0,"Aconchegante e confortável","Adorei o quarto. Mesmo sendo pequeno, tem tudo que eu considero necessário (boa cama, roupa de cama limpas e confortáveis, ventilador, frigobar, um bom chuveiro, uma pequena escrivaninha). Na recepção fui muito bem atendida. A reserva foi feita por telefone, precisei mudar os dias da reserva e o fiz sem nenhum obstáculo. Vale muito o preço!",indef,"Brasília, DF"
Hotel Jardim do Vale,5011242,hotel-review,Ronie581,2017-11-07,2017-07-07,5.0,"Hotel novo em estilo Rústico","Eu e minha esposa ficamos hospedados do dia 27 ao dia 30/07/2017, para aproveitarmos a cidade e a Vesperata do dia 29/07. Reserva por e-mail e Zap com a cordialidade da proprietária. Café da manhã muito bom. Fomos surpreendidos com uma noite de caldos com música ao vivo, antes da Vesperata. Foi muito Bom. Estacionamento é limitado. Um dos dias tivemos que deixar o carro em uma rua próxima. Custo benefício satisfatório.",indef,"Caratinga, MG"
Hotel Jardim do Vale,5011242,hotel-review,Luiz_ziuL,2017-09-07,2017-08-07,3.0,"Boa pousada para conhecer Diamantina e região","Os funcionários são educados e atenciosos. O café da manhã é bom e o quarto onde ficamos não era grande, tinha uma cama de casal com um bom colchão, um armário aberto, frigobar, ventilador e TV na parede. A pousada fica numa região tranquila da cidade, não muito distante do mercado. É um bom local para ficar e conhecer Diamantina e região. O banheiro não é grande, mas tem o necessário. Houve problema com o aquecimento da água durante dois dias. Cabem poucos carros no estacionamento na frente do hotel. O acesso não é fácil e eu tive que estacionar numa rua próxima.",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,alinecnmg,2017-09-07,2017-09-07,5.0,"Excelente opção em Diamantina","Estive na Vesperata e me hospedei neste hotel. Fui muito bem atendida e a dependências do hotel atenderam a necessidade da minha família. Sem falar que é muito bem localizado para quem vai para a Vesperata. O hotel oferece um caldo na noite da Vesperata para os hospedes, muito saboroso. Bom café da manhã!",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,AlineAlmeidaFuscaldi,2017-08-07,2017-07-07,5.0,"EXCELENCIA EM ATENDIMENTO, CONFORTO E LOCALIZACAO","Muito satisfeita com o atendimento, com a simpatia de todos os funcionários do hotel.É um lugar que de  tão aconchegante faz o hospede se sentir a vontade, sem pressa de voltar para casa. Camas confortáveis, café da manhã rico e variado. Na vesperata ofereceram um caldo muito gostoso ao som de boa musica. Sempre há biscoitos, chazinho e cachaça para os apreciadores a disposição. Muito bem localizado, perto do mercado velho e do centro em geral. Não precisei de carro para ir aos pontos turísticos.  Embora o estacionamento seja limitado, deixar o carro na rua não é preocupante, as ruas ao entorno são muito tranquilas. Voltaria a me hospedar com certeza ! Vale a pena !",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,Gabriel_FV,2017-08-07,2017-07-07,4.0,"Ótimo chuveiro!!!","Um dos itens mais valorizados em hospedarias são os chuveiros, e o deste hotel é fantástico para quem procura descansar e relaxar. A localização também não poderia ser melhor: bem no centro histórico!",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,Fabiana_Bhz,2017-08-07,2017-01-07,4.0,"Confortável","Hotel bem localizado no centro histórico de Diamantina. Quarto pequeno, mas bem limpo, bem arejado, com cama confortável, tv, frigobar, armário, banheiro com box de vidro. Não é um hotel barulhento, empregados educados e bem receptivos. Café da manhã mediano (sem muitas opções) para o valor da diária. Recomendo e voltaria a me hospedar sem dúvidas.",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,Placido2013,2017-08-07,2017-07-07,4.0,"Lugar muito bom próximo ao Mercado Antigo","Estivemos em Julho/17 para ver a Vesperata. Imperdivel. O Hotel é muito próximo de tudo a pé. Quarto e Restaurante muito bons. Ar Condicionado e TV. Tudo novinho. Funcionários atenciosos. Vale o preço. Sempre tem café, chá e biscoitos à disposição, o que é bem-vindo. Wifi.Na noite da Vesperata tem incluso um caldo delicioso aos hóspedes e música ao vivo. Estacionamento só cabe 6 carros (acho) mas dá para por o carro nas ruas próximas pq a cidade é calma.O Mercado antigo é muito legal. Todo dia e noite tem algo diferente. Não perca o que viu à noite porque na outra noite não vai ser igual.",indef,"São Bernardo do Campo, São Paulo, Brazil"
Hotel Jardim do Vale,5011242,hotel-review,rosanab353,2017-07-07,2017-07-07,3.0,"Recomendável ","Estivemos nesse hotel por duas vezes num período de 15 dias. Paramos por uma noite para no dia seguinte seguir viagem à Chapada Diamantina, e na volta resolvemos nos hospedar novamente nesse lugar. O hotel é muito limpo, os funcionários são atenciosos, e o café da manhã satisfatório. Porém, na segunda vez nos deram um quarto menor e com um banheiro tão minúsculo, que era impossível se movimentar dentro dele. Esse detalhe pra mim foi imperdoável. ",indef,"Campinas, SP"
Hotel Jardim do Vale,5011242,hotel-review,danielsZ5321HS,2017-05-07,2017-05-07,5.0,"escolha acertada","Hotel com fachada histórica, mas o interior e moderno e novo. Os quartos são pequenos, mas adequados. As camas são bem confortáveis, com colchões novos. Boa localização e atendimento muito bom, especialmente o Sr. Ricardo, que foi muito receptivo e eficiente. Gostaria, também, de registrar o quão delicioso foi o café da manhã, com variedade e qualidade dos alimentos. Infelizmente, o tempo era curto e não pude aproveitar o quanto queria, mas voltarei em outra oportunidade e, com certeza, me hospedarei novamente no jardim do vale.",indef,"Goiânia, GO"
Hotel Jardim do Vale,5011242,hotel-review,B_Pena_Silva,2017-05-07,2017-05-07,3.0,"Hotel de boa localização ","O atendimento de boa qualidade. Quarto com ventilador  pequeno mas suficiente, exceto pela porta do banheiro que deveria ser de correr, pois é grande demais pro espaço. Café da manhã bom , tb poderia ser melhor. Localização boa pra andar pelo centro mesmo a pé. Não há vagas de carro pra todos, tive que colocar numa rua próxima. Não tem elevador mas só há dois andares.",indef,"Macaé, RJ"
Hotel Jardim do Vale,5011242,hotel-review,marcelob883,2017-03-07,2017-03-07,4.0,"Poderia ser melhor","Quarto com cama box, frigobar e ventilador de teto, pequeno mas não apertado. Banho com aquecimento (solar?). A água quente demora um pouco para chegar. TV com poucas opções. Sem ar condicionado. A internet foi o grande problema. Funciona muito lentamente. Nos últimos dias nem funcionou. Diária 75 (durante a semana)",indef,indef
Hotel Jardim do Vale,5011242,hotel-review,andressal329,2017-01-07,2017-01-07,4.0,"Agradável","Hotel é novo, bem limpo e o funcionários bem atenciosos.O café da manhã é tipico mineiro, bem farto e gostoso. O quarto e banheiro são minúsculos e a tv do meu quarto estava instalada na parede lateral da cama,mas a cama e travesseiros são bem confortáveis. Voltarei com certeza.",indef,"Sete Lagoas, MG"
Hotel Jardim do Vale,5011242,hotel-review,Luishida,2017-01-07,2017-01-07,3.0,"É COMPACTO....","Os quartos são bem pequenos e o banheiro bem estreito acho. Era perfeitamente audível as conversas no corredor e nos quartos durante a madrugada. O café da manhã tem muitos itens porém não é bom. A localização é muito boa pois é próxima ao mercado velho que é onde tudo acontece e isso é ótimo já que Diamantina não é uma cidade para caminhar pois é ladeira. Há apenas 8 vagas de estacionamento no hotel que tem cerca de 25 habitações. Os funcionários são bem atenciosos.",indef,"São Paulo, SP"
Hotel Jardim do Vale,5011242,hotel-review,paulob195,2017-01-07,2017-01-07,4.0,"Pernoite","Hotel com boa localização na parte histórica. Conta instalações novas,  quarto é pequena e com moveis bem posicionados embora sejam limitados. Falta ar condicionado, conta apenas com ventilador potente. banheiro com bucha forte, demora um pouco para a água atingir um tempera mais quente. Café atende satisfatóriamente - só depois da 7 horas, achei harário ruim para quem pretende sair cedo.",indef,"Brasília, DF"
Hotel Jardim do Vale,5011242,hotel-review,Vitor672,2017-01-07,2016-12-07,3.0,"Ótimo local","Embora todo piso em granito, os quartos são minúsculos. O banheiro então pior ainda. Não dá para usar a pia com a porta aberta. Não tem cadeira para sentar no quarto. O hotel não tem lobby, apenas duas cadeiras de madeira em frente a recepção do hotel. Não gostei.",indef,"Rio de Janeiro, RJ"
Hotel Jardim do Vale,5011242,hotel-review,AparecidaMauro,2016-12-07,2016-12-07,5.0,"Altamente recomendável","O hotel fica localizado nas proximidades dos principais pontos turísticos de Diamantina. A rua (beco) é bem estreita, mas nada impede de passar o carro tranquilamente. O hotel tem estacionamento próprio, porém não consegue atender todos os hóspedes. Quanto ao conforto e limpeza dos quartos, não tenho nada a reclamar. Sem luxo, mas atende perfeitamente. O café da manhã é excelente. Os funcionários, todos sem exceção, são atenciosos e prestativos.",indef,"Rio de Janeiro, RJ"
Hotel Jardim do Vale,5011242,hotel-review,augustommartins,2016-12-07,2016-12-07,4.0,"Bem localizado e boas acomodações","Passamos uma noite por lá. O hotel fica em uma rua apertada, mas é o esperado em uma cidade histórica como Diamantina. O pessoal foi muito atencioso e solícito. Os quartos em que ficamos foram bons, porém no que fiquei era um pouco barulhento por ter a janela virada pra recepção, então ao chegar alguém conversando fazia barulho. O banheiro é bom e a cama também. Limpeza satisfatória. O café da manhã é bom mas nada extraordinário. A localização é excelente, você pode ir a pé pra todos as principais atrações do centro histórico de Diamantina com facilidade. ",indef,"Goiânia, GO"
Hotel Jardim do Vale,5011242,hotel-review,Faversani,2016-12-07,2016-11-07,4.0,"Hotel simples com excelente localização","O hotel tem uma estrutura simples. Os quarto que fiquei era pequeno e o banheiro também. Lembra as proporções consagradas pelo Íbis Budget. Como estava na cidade para trabalhar, estava ok. Havia uma pequena escrivaninha para trabalhar. Tem um frigobar vazio no quarto. Há uma geladeira na recepção onde se pode obter alguns produtos a preço justo. O café da manhã acaba bem cedo, antes das 10. Sai para tomar café depois das 9h30 e contei com a boa vontade das atendentes que arrumaram alguma coisinha para mim. O atendimento do hotel é assim mesmo: muito bom. Um ponto muito forte é a localização. O hotel está bem na área central e em uma vielinha estreita e bem calma. É uma boa opção também considerando o preço: muito bom para essa localização e comodidade básica.  Para quem vai a…",indef,"Mariana, MG"
Hotel Jardim do Vale,5011242,hotel-review,Danyviveiros,2016-11-07,2016-11-07,5.0,"Localização privilegiada!","O ponto forte desse hotel é a localização, muito perto do centro histórico, em uma rua tranquila. Os quartos são pequenos, mas muito limpos e confortáveis. O atendimento é maravilhoso, com a equipe amável e prestativa. Recomendo muito a estadia.",indef,"Georgetown, Canadá"
Hotel Jardim do Vale,5011242,hotel-review,403brunoz,2016-11-07,2016-11-07,4.0,"Preço bom e cumpre com o que promete.","Pousada nova e muito limpa, tudo no lugar e funcionando. Café da manhã muito farto e muito bem preparado. Recomendo essa pousada. Tivemos somente um pequeno problema que foi com a cortina do quarto que não estava tampando a claridade de fora.",indef,"Tiradentes, MG"
Hotel Jardim do Vale,5011242,hotel-review,628alexandrez,2016-11-07,2016-11-07,5.0,"Muitos prós e pouquíssimos contras","O hotel possui boa estrutura, localização e preço, comparando com os de qualidade semelhante próximos a ele. Ótimo atendimento e o café da manhã é farto e excelente. O único problema é a quantidade de pernilongos, mas este problema tem em quase todo lugar da cidade. Sugiro que coloquem inseticidas de tomada em cada quarto. Me foi oferecido um de spray que inclusive tem efeito mais imediato, mas que a longo prazo acho pior. Voltaria nesta pousada sem dúvida!",indef,indef
Hotel Jardim do Vale,5011242,hotel-review,freitasgf2,2016-11-07,2016-10-07,4.0,"Boa hospedagem em Diamantina/MG","O Hotel é bem localizado próximo as principais atrações turísticas no centro da cidade.   É novo, possui boas instalações. Os quartos possuem os equipamentos necessários para propiciar o conforto na correria do dia a dia.... Os funcionários são atenciosos e o café da manhã é bem variado...",indef,indef
Hotel Jardim do Vale,5011242,hotel-review,luidgicarvalho,2016-10-07,2016-04-07,5.0,"Excelente estrutura","Acabei ficando somente uma noite pois depois consegui casa de um parente. Mas excelente estrutura! Paguei barato e fiquei muito satisfeito. Hotel novo, todo arrumado, cafe da manha excelente. Caiu do céu, depois que andei 35 kn de sao gonçalo do rio das pedras ate diamantina pela estrada real e ja estava ate zonzo rsr.",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,130deisys,2016-10-07,2016-10-07,3.0,"Bom,  Mas Precisa Melhorar","O hotel possui boa localização, próximo a vários pontos turísticos e restaurantes.Os recepcionistas são simpáticos e educados. O café da manhã não é extraordinário, mas  também não deixa a desejar. Na recepção e pelos corredores tem-se a sensação de limpeza e organização. O grande problema do hotel, é o serviço de quarto. Roupa de cama encardida com grandes manchas amareladas, davam a impressão de sujas. As toalhas desgastadas e desfiando. As camas foram feitas e as toalhas trocadas diariamente, e SÓ. Nem o piso do banheiro foi trocado. Tivemos que usar uma toalha de rosto, já que o piso estava sujo. Também não limparam o banheiro, e o quarto ficamos na dúvida se foi limpo.  Ficamos frustadas, já que como mencionei o hotel passa a sensação de limpeza quando a gente chega. Além…",indef,indef
Hotel Jardim do Vale,5011242,hotel-review,Roanna2014,2016-08-07,2016-08-07,3.0,"Custo beneficio bom! ","Hotel com uma localização boa e preço de diária bom. Para quem vai com filhos pequenos não compensa, pois os quartos são pequenos e, o quarto maior, fica de frente para a rua e é muito barulhento. As toalhas deixam a desejar...muito finas. O café da manhã é farto e diversificado. ",indef,"Curvelo, MG"
Hotel Jardim do Vale,5011242,hotel-review,P1552FVigorm,2016-08-07,2016-08-07,5.0,"Voltaria mil vezes","Novo, limpo, atendimento top (pessoalmente e por e-mail), água quentíssima, café da manhã top, localização top, preço excelente!!!! Estive de 31/07/2016 a 05/08/2016. Voltaria mil vezes. Nunca avaliei um hotel antes, mas esse eu tinha que avaliar: Excelente pro meu gosto.",indef,indef
Hotel Jardim do Vale,5011242,hotel-review,Arisio,2016-08-07,2016-07-07,5.0,"Excelente acaso","Cheguei a Diamantina sem reserva de pousada. Ao descer em busca de um lugar para hospedagem, a surpresa do Hotel começou com o visual: diferentemente de outras pousadas da cidade, que são em casarões antigos, o Jardim do Vale fica em um imóvel mais moderno. Como não tinha reserva, o recepcionista Gilmar foi extremamente atencioso e diligente ao conseguir um quarto; o quarto 19 era de frente para a rua, mas o silêncio era absoluto à noite. O quarto é bom, confortável e limpo com banheiro de tamanho razoável. Café da manhã com boa variedade de comidas e bebidas. Equipe bastante simpática. Muito bem localizado. Quando voltar a Diamantina, certamente ficarei lá novamente.",indef,"Juiz de Fora, Minas Gerais, Brazil"
Hotel Jardim do Vale,5011242,hotel-review,luanmacar,2016-08-07,2016-07-07,5.0,"Receptividade à mineira","As instalações são confortáveis e o café da manhã é do agrado. Há sempre um café e um chá à espera do hóspede e a receptividade do Gilmar foi encantadora. O hotel está localizado próximo ao Mercado e às principais atrações do centro histórico, além de contar com estacionamento próprio, o que é uma vantagem em se tratando de cidades históricas.",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,Rodprofessor,2016-07-07,2016-07-07,5.0,"Sua casa em Diamantina.","Época de Vesperata, cidade e pousadas lotadas e conseguimos encontrar um hotel super bem localizada( atrás do mercado velho) e de muito fácil acesso. Hotel Jardim do Vale. Desde nosso contato com a proprietária Carliana,  passando pelo Nuier( acredito ser assim que se escreve),  Bruno, Gilmar, Simone que prepara um café delicioso, e pelo Ricardo o atendimento e preocupação de todos eles conosco foi uma coisa fora do normal. Preço normal para a época mais o serviço prestado é o grande diferencial. No sábado à noite, antes da Vesperata servem um delicioso caldo como cortesia. Super indico e parabenizo todos pela receptividade e pela preocupação em nos fazer sentir em casa. Nota 10. ",indef,"Pará de Minas, MG"
Hotel Jardim do Vale,5011242,hotel-review,109janderv,2016-07-07,2016-06-07,4.0,"Ótimo preço e benefício.","Hotel novo, a estrutura em gera é muito boa. Como todas as cidades históricas, as garagens são peculiares e requerem mais manobras para estacionar, nada impeditivo. Bem ao centro, mas afastada!. O café da manhã é bom, tem boa variedade, faltou alguns produtos mais integrais, mas muito bom.",indef,indef
Hotel Jardim do Vale,5011242,hotel-review,TulioSiqueira,2016-06-07,2016-04-07,4.0,"Excelente opção em Diamantina!!!","Me hospedei neste hotel em  abril/2016. Hotel muito novo com ótima infraestrutura de quartos. O quarto que eu fiquei estava muito limpo e novinho. Tem um ótimo café da manhã. O hotel fica no centro histórico, em uma ruela bem estreita e com poucas vagas de garagem. Basicamente só tem 4 vagas na frente do hotel. A localização é bem tranquila e sossegada e dá pra ir à pé para o centro. O valor da tarifa é bem em conta também. Excelente custo benefício. Recomendo!!!",indef,"Contagem, MG"
Hotel Jardim do Vale,5011242,hotel-review,Clodoaldo2014,2016-01-07,2015-12-07,4.0,"Aconchegante","O hotel tem uma localização, os quartos são limpos e bem arrumados, tem um bom café da manhã, os funcionários são educados,  muito simpáticos e bem receptivos. A fachada  do hotel combina com a beleza da cidade.",indef,"Teófilo Otoni, MG"
Hotel Jardim do Vale,5011242,hotel-review,MariaJuliaMontana,2015-10-07,2015-10-07,3.0,"Pousada razoável","A pousada tem acustica péssima: voce acorda com os vizinhos dos quartos abrindo as vidraças! O quarto que dá para o corredor lateral é ruim pois a janela do JARDIM DO VALE dá para um enorme paredão branco.Alem de acordar cedo com o barulho da cozinha e do salão de café. Não há nem uma pequena saleta para se ler um jornal.Os quartos são tão pequenos que não dá vontade de ficar neles. Poderiam ter telas nas janelas para evitar as centenas de pernilongos que aparecem a noite.Como só há ventilador, poderia ser um recurso a mais para ventilação do cubículo. O banheiro é extremamente mal distribuido, a bacia é na frente do box, o lavatório é atras da porta.Típico hotel feito sem projeto de arquitetura. O pessoal atende bem!",indef,"Atibaia, SP"
Hotel Jardim do Vale,5011242,hotel-review,luisafn18,2015-10-07,2015-10-07,3.0,"Diamantina viagem","Me hospedei no Hotel para ver a vesperata e conhecer Diamantina. Me decepcionei ao chegar no hotel, que, apesar de ser bem localizado perto do centro histórico, bares e restaurantes, os quartos não tem ar condicionado. O café da manhã é bem simples. Pouca variedade. Me hospedei lá em fim de semana de Vesperata (que, devo dizer, é lindo). Falta infra-estrutura do hotel.",indef,"Rio de Janeiro, RJ"
Hotel Jardim do Vale,5011242,hotel-review,EduardoMotta,2015-09-07,2015-09-07,3.0," Esperava mais","Hotel bem localizado perto do centro histórico, bares e restaurantes,  porém os quartos não tem ar condicionado e o preço muito salgado, funcionários bem treinados e prestativos. Cheguei sem reserva na cidade e o único que tinha vaga era esse hotel.",indef,"Itapetininga, SP"
Hotel Jardim do Vale,5011242,hotel-review,helidacosta,2015-09-07,2015-08-07,4.0,"Hotel com jeitinho de novo","Parece ser um hotel novo, prédio bonito e bem conservado, com exceção das toalhas de banho que pareciam muito velhas. As do nosso quarto eram ralinhas e estavam desfiando.  Está localizado bem próximo do mercado, não dá nem 10 minutos caminhando até lá. O café da manhã é bem simples. Pouca variedade. Como nos hospedamos em um fim de semana de Vesperata o valor da hospedagem ficou em R$580.00 de sexta a domingo em quarto triplo. Quando não há evento na cidade a diária sai por menos de R$200,00,",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,336gildar,2015-08-07,2015-08-07,3.0,"Precisa melhorar.","Me hospedei no Hotel para ver a vesperata e conhecer Diamantina. Me decepcionei ao chegar no Hotel, pois o quarto duplo que eu havia reservado não estava disponível. Haviam disponibilizado um quarto para quatro pessoas e como só haviam duas pessoas ele não poderia ser liberado. Mas tudo foi resolvido com a liberação de dois quartos. Fomos informados que o café da manhã seria até 10h. Ao entrar no quarto vi que a cama era de casal e confortável, havia televisão e um frigobar (desligado)  ótimo. O problema do quarto era o tamanho muito pequeno. Mas tudo bem. A minha decepção foi com o banheiro. Minúsculo, o vaso e a pia colados um no outro e para usar qualquer um deles porta deveria ser ser fechada. o espelho pequeno sem condições nenhuma de maquiar. A torneira pingando o tempo…",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,rafauai,2015-08-07,2015-08-07,4.0,"Hotel bom e com preço honesto","Melhor que algumas pousadas que conheci na cidade, o hotel Jardim do Vale tem boa localização, apesar de não estar no meio da muvuca de Diamantina. O serviço é de muito boa qualidade, o café da manhã é farto e o valor é justo! O estacionamento é na frente do hotel e não é fechado.",indef,"Montes Claros, MG"
Hotel Jardim do Vale,5011242,hotel-review,Elizabeth884,2015-06-07,2015-06-07,4.0,"COMPATÍVEL","Boa localização, quarto pequeno, sem luminosidade natural, relativamente  confortável, Café da manhã  simples e de boa qualidade, equipe de funcionários competente e educada, wifi funcionou com perfeição. Recomendo",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,Cris_MCoimbra,2015-06-07,2015-06-07,4.0,"Uma fuga da rotina!!!","Hotel com ótima localização e bem arrumado, funcionários atenciosos e confortável. Mas o banheiro e um pouco pequeno com água do chuveiro sem muita pressão. Café da manhã saboroso mas sem muitas variedades. Voltaria aqui outra vez. Atendimento bom. ",indef,"Montes Claros, MG"
Hotel Jardim do Vale,5011242,hotel-review,Alagoana,2015-01-07,2015-01-07,4.0,"Boa localização e custo-benefício!","O hotel tem ótima localização, pois fica próximo ao centro histórico e das principais atrações da cidade. Tem um espaço para estacionamento para uns 8 veículos, apenas. Os quartos são amplos (eu e meus amigos ficamos nos de frente para a rua) e arejados. Não têm ar condicionado (o que é comum em todos os hotéis de Diamantina que procuramos), mas havia um grande ventilador que fez nossa noite (apesar de ser no verão) ficar agradável! O café da manhã é simples, mas tem pães, suco, queijo e presunto. Senti falta do bom pão de queijo mineiro, pois quando chegamos (e não era tarde) para nos alimentar já havia acabado! O WIFI, apesar de anunciado, não funcionou enquanto estávamos lá!",indef,"Maceió, AL"
Hotel Jardim do Vale,5011242,hotel-review,ViniciusMundim,2014-09-07,2014-08-07,3.0,"Bom atendimento e localização, mas tem itens a melhorar. Bom custo benefício","Chegamos a Diamantina com alguns hotéis já pesquisados pelo TripAdvisor, sem reservar (fim de semana sem eventos) e não tínhamos visto esse. Foi recomendado por um garçom no Apocalipse. O hotel tem instalações novas, quartos com bom espaço e chuveiro bem regulado no aquecimento solar. O café da manhã é bom: bolos, pão de queijo, sucos, e uma opção de fruta.  O atendimento e prestatividade dos funcionários é muito bom! Dierley e Ricardo são dois figuraças! O que pode melhorar: a qualidade da limpeza de toalhas e roupas de cama deixou um pouco a desejar. Havia um pouco de cheiro de roupa que não secou completamente em local bem ventilado.  A ventilação dos quartos poderia ser um pouco melhor se a janela tivesse mais estágios na abertura (são daquelas verticais, que estão ou…",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,normaa811,2014-08-07,2014-08-07,4.0,"Bem localizado e ótimo custo benefício","Estive hospedada no hotel a trabalho e gostei tanto que depois voltei com a família para curtir a cidade de Diamantina. O hotel é novo,  as instalações são confortáveis e o preço da diária é razoável. O chuveiro é maravilhoso. O café da manhã é bom e os funcionários bastante simpáticos. A localização é bem próxima do mercado velho e do centro. Quanto aos quartos eu escolheria aqueles cuja janela não dá para o corredor perto da recepção e do salão do café pois com certeza devem ser mais silenciosos.",indef,"Belo Horizonte, MG"
Hotel Jardim do Vale,5011242,hotel-review,RTavares45,2014-08-07,2014-08-07,4.0,"Uma boa alternativa","Fui com a família para as comemorações da famosa Vesperata em agosto. Ficamos neste hotel que, avaliando os prós e os contras, me pareceu uma boa opção. É bem perto do mercado velho, no Centro Histórico de Diamantina, mas ao mesmo tempo, localizado numa rua meio que escondida, longe do barulho das festividades noturnas. O café é farto e saboroso (faltou apenas ovo frito que gosto muito por ser nordestino), os quartos são limpos e razoáveis, e o banho é excelente (chuveiro quentinho, fácil de achar a temperatura certa - pegamos 13 graus na época). Os únicos pontos negativos são dois: o estacionamento é pequeno e às vezes temos o inconveniente de um carro ficar trancando o outro (tivemos esse problema), a maioria dos quartos capta o barulho das recepção e você fica ouvindo muita…",indef,"Natal, RN"
Hotel Jardim do Vale,5011242,hotel-review,marciav2013,2014-05-07,2014-05-07,3.0,"razoavel","A pousada é de boa localização, funcionarios atenciosos. Como é nova a proprietaria ainda não colocou frigobar , box . Café da manha saboroso e farto. Quartos limpos, banheiros limpos toalhas de banho trocados todos os dias",indef,"belo horizonte"
Pousada Vila do Imperador,4211429,hotel-review,luziafreire,2020-01-07,2019-12-07,4.0,"um lugar simpatico e muito eficiente","estive durante 5 dias na pousada e só carrego comigo as melhores impressões.A recepcionista e o/ foram de uma amabilidade impar, e além disso procuraram nos atender em variados itens como indicar guias, cabeleireros, compras, restaurantes etc. Os quartos são limpos, amplos e muito aconchgantes.Localização perfeita. Preços competitivos.Não tem restaurante ou bar, mas fica perto de vários.",indef,"Rio de Janeiro, RJ"
Pousada Vila do Imperador,4211429,hotel-review,amandatomazia,2019-10-07,2019-09-07,4.0,"Ótimo custo benefício","Pousada confortável, mto bem localizada, pertinho dos melhores barzinhos e restaurantes. Ótimo custo benefício. A proprietária é mto receptiva e agradável. Café da manhã é simples, porém gostoso. O quarto é limpo e com boas cobertas.",Viajou a trabalho,"Águas Formosas, MG"
Pousada Vila do Imperador,4211429,hotel-review,mcbmelo,2019-10-07,2019-10-07,4.0,"Pousada simples, mas aconchegante","Estive para um fim de semana em Diamantina para vesperata. A pousada oferece pacote para a vesperata (sexta a domingo). O café da manhã é muito bom, com pães caseiros. No sábado, antes da vesperata, a pousada oferece caldos. A cozinheira é muito boa. Os quartos são simples, mas bem arrumados. Os funcionários são super atenciosos e corteses. A localização é excelente, perto do centro e do mercado, não exigindo muitas caminhadas.",indef,"Belo Horizonte, MG"
Pousada Vila do Imperador,4211429,hotel-review,875vitoriar,2019-09-07,2019-08-07,4.0,"Pousada muito charmosa.","Pousada muito charmosa no coração do Centro histórico de Diamantina... Roupas de cama e toalhas de banho bem branquinhas e cheirosas. Ótimo café da manhã com variedade de itens. Decoração em estilo colonial em prédio com ótimo estado de conservação. Silvana Jundiaí,SP",Viajou com a família,indef
